entity_id,item_id,item_name,price,timing,item type,signature dish
7,72,Mangala Aarti,Free,4:15 AM.​,seva,FALSE
7,73,Mantra / Japa meditation,Free,5:00AM–7:30 AM.​,seva,FALSE
7,74,Darshana / Morning Aarti,Free,7:30AM–8:30 AM,seva,FALSE
7,75,Srimad Bhagavatam / Gita class,Free,8:20AM–9:00 AM,seva,FALSE
7,76,Raj Bhoga Aarti,Free,12:30 PM.​,seva,FALSE
7,77,Tulasi / Gaura Aarti,Free,6:30PM–7:30 PM.​,seva,FALSE
7,78,Sayana Aarti,Free,8:15PM–8:30 PM.​,seva,FALSE
7,79,Breakfast prasadam,,8:30 AM,prasadam,FALSE
7,80,Lunch prasadam,,1:00 PM,prasadam,FALSE
7,81,Dinner prasadam,,8:30 PM,prasadam,FALSE
8,82,Sarva Darshan (general),Free,15–30​ minutes,darshan,FALSE
8,83,Darshan after special abhishekam,Free,20–40 minutes,darshan,FALSE
8,84,Three daily archana / nivedana,,5:30AM-12:00PM,seva,FALSE
8,85,Friday Suprabhata Abhishekam,Free,5:30 AM,seva,FALSE
8,86,Special Shravana Abhishekam,Free,,seva,FALSE
8,87,Tiruppongam / other naivedyam,Free,,prasadam,FALSE
8,88,Free distribution,Free,8:00 AM,prasadam,FALSE
9,89,Sarva Darshan,Free,10 – 30 minutes,darshan,FALSE
9,90,Abhishekam,Free,,seva,FALSE
9,91,Special Abhishekam,Free,,seva,FALSE
9,92,"Offerings (coconuts, garlands)",Free,,seva,FALSE
10,93,Sarva Darshan (general),Free,30–45 minutes,darshan,FALSE
10,94,Sheegra Darshan,5,20–30 minutes.​,darshan,FALSE
10,95,Ekantha Seva Darshan,10,15 minutes​,darshan,FALSE
10,96,Viswaroopa Darshan,Free,5:30AM–6:00 AM,seva,FALSE
10,97,Kalyanotsavam (daily marriage),500,11:00 AM–12:00 PM,seva,FALSE
10,98,Ekantha Seva,10,8:00PM–8:30 PM.,seva,FALSE
10,99,Anna prasadam (free meals),Free,10:30 AM -7:00 PM),Prasadam,FALSE
10,100,Naivedyam offerings,Free,8:00 AM,Prasadam,FALSE
11,101,Sarva Darshan (general),Free,30–40 minutes,darshan,FALSE
11,102,Post‑abhishekam darshan,Free,20–30 minutes,darshan,FALSE
11,103,Suprabhatham,,5:45AM–6:15 AM.​,seva,FALSE
11,104,Thomala / Archana / Harathi,5,6:15 AM–10:30 AM.​,seva,FALSE
11,105,Sarva Darshan,Free,11:00 AM–5:30 PM 6:00PM–7:30 PM.​,seva,FALSE
11,106,Ekantha Seva,,7:45AM–8:00 PM.,seva,FALSE
11,107,Abhishekam (Garudalwar),30,8:00 AM.​,seva,FALSE
11,108,Abhishekam (Swamy/Padmavathi),30,7:00AM–10:30 AM.​,seva,FALSE
11,109,Unjal Seva,,6:00 PM.​,seva,FALSE
11,110,Abhishekam (Anjaneya),30,8:00AM–9:00 AM.​,seva,FALSE
11,111,Kalyanotsavam,300,11:00 AM,seva,FALSE
11,112,Anna prasadam (free meals),,10:30 AM,,FALSE
11,113,Anna prasadam (free meals),,7:00 PM,,FALSE
11,114,Naivedyam offerings,,8:00 AM,,FALSE
11,115,Naivedyam offerings,,7:00 PM,,FALSE
12,116,Sarva Darshan (general),Free,10–20 minutes,darshan,FALSE
12,117,Abhishekam to parivara devathas,,6:00AM–7:00 AM.​,seva,FALSE
12,118,Abhishekam to Swamy & Amma,,7:00AM–9:00 AM.​,seva,FALSE
12,119,Sarva Darshan,Free,7:00 AM–7:30 PM,seva,FALSE
12,120,Naivedyam (morning),,11:30 AM.​,seva,FALSE
12,121,Deeparadhana & Naivedyam (evening),,4:30 PM.​,seva,FALSE
12,122,Naivedyam & Ekantha Seva (closing),,7:30 PM,seva,FALSE
12,123,Naivedyam prasadam (small),,11:30 AM,prasadam,FALSE
12,124,Naivedyam prasadam (small),,4:30 PM,prasadam,FALSE
13,125,Sarva Darshan (general),Free,5–15 minutes,darshan,FALSE
13,126,Abhishekam,,6:00 AM,seva,FALSE
13,127,Archana / Rudrabhishekam,,,seva,FALSE
13,128,Naivedyam prasadam,,7:00 AM,prasadam,FALSE
14,129,Sarva Darshan,Free,5–10 minutes,darshan,FALSE
14,130,Archana / kumkum pooja,10–50,6:00AM-4:30PM,seva,FALSE
14,131,Special abhishekam,100,,seva,FALSE
14,132,Kumkum / vibhuti,,10:00 AM​,prasadam,FALSE
14,133,Festival offerings,,,prasadam,FALSE
15,134,Sarva Darshan (free),Free,1.5-2.5 hours,darshan,FALSE
15,135,Special Entry Darshan,Rs 50,1–2 hours,darshan,FALSE
15,136,Suprabhata Seva,Free,5:30 AM,seva,FALSE
15,137,Rudrabhishekam,300,6:30 AM – 8:00 AM,seva,FALSE
15,138,Archana,50,8:00 AM – 12:00 PM,seva,FALSE
15,139,Naga Pratishta Pooja,600,10:00 AM – 11:00 AM,seva,FALSE
15,140,Somavara Abhishekam,200,,seva,FALSE
15,141,Rahu–Ketu Pooja,500 – 1500,6:00 AM – 6:00 PM,seva,FALSE
15,142,Pradosha Pooja,150,,seva,FALSE
15,143,Laksha Bilwarchana,1000,,seva,FALSE
15,144,Ganapathi Homam,800,,seva,FALSE
15,145,Laddu / teertham,,8:00 AM,prasadam,FALSE
15,146,Annadanam (free meals),,,prasadam,FALSE
16,147,Sarva Darshan,Free,15–90 minutes,darshan,FALSE
16,148,Athi Seegra Darshanam,150,,darshan,FALSE
16,149,Nijaroopa Darshanam,100,,darshan,FALSE
16,150,Seegra Darshanam,100,10–20 min​utes,darshan,FALSE
16,151,Suprabhatham / Bindu Theertha,551,4:00AM–5:00 AM.​,seva,FALSE
16,152,Nijaroopa Darshanam,,"5:00AM–5:30 AM, 4:30PM–5:00 PM.​",seva,FALSE
16,153,Special Abhishekam,,5:30AM–6:00 AM,seva,FALSE
16,154,Ksheerabhishekam (Palabhishekam),200,"7:30AM–8:00 AM, 5:45PM–6:15 PM.​",seva,FALSE
16,155,Panchamrutha Abhishekam,700,6:00 AM,seva,FALSE
16,156,Kalyanotsavam,616,11:00 AM–12:00 PM.​,seva,FALSE
16,157,Maha Harathi,200,6:15–6:45 PM.​,seva,FALSE
16,158,Ekantha Seva,,9:00–9:30 PM.​,seva,FALSE
16,159,Poolangi Seva,-,9:00AM–9:30 AM,seva,FALSE
16,160,Laddu (2 nos) + Brass Dollar,,,prasadam,FALSE
16,161,Annadanam (free meals),,,prasadam,FALSE
17,162,General darshan,Free,5–15 minutes,darshan,FALSE
17,163,Abhishekam,,8:00AM–10:00 AM,seva,FALSE
17,164,Archana,,4:30 PM,seva,FALSE
17,165,Special poojas,,,seva,FALSE
17,166,Kumkum/vibhuti,,,prasadam,FALSE
18,167,General Darshan,Free,1.5–3 hours,darshan,FALSE
18,168,Abhishekam Darshan,100,4–8 AM,darshan,FALSE
18,169,Abhishekam Pooja,4000,4:00AM–8:00 AM,seva,FALSE
18,170,Pushpa Alankara Seva,2000–3000,4:30AM–7:30 AM.​,seva,FALSE
18,171,Sri Vastram Seva,10000,7:00AM–8:00 AM.​,seva,FALSE
18,172,Swarna Pushpa Archana,1500,8:00 AM–8:00 PM.​,seva,FALSE
18,173,Veda Parayana Seva,250,8:00 AM–6:00 PM.​,seva,FALSE
18,174,Maha Aarti,500,6:00PM–7:00 PM.​,seva,FALSE
18,175,Godhana Seva,50000,10:00 AM–4:00 PM.​,seva,FALSE
18,176,Go Pooja Seva,300,6:00 PM,seva,FALSE
18,177,Annadanam (free meals),,8:00 AM–8:00 PM,prasadam,FALSE
18,178,Laddu / kumkum offerings,,6:30 PM,prasadam,FALSE
19,179,Sarva Darshan,Free,30 minutes–2 hours.​,darshan,FALSE
19,180,Quick Darshan,20,20–40 minutes,darshan,FALSE
19,181,Viswaroopa Darshan,,5:45AM–6:00 AM.​,seva,FALSE
19,182,Kalasandhi Pooja,,8:00 AM.​,seva,FALSE
19,183,Uchikala Pooja,,12:00 PM.​,seva,FALSE
19,184,Sayaradcha Pooja,,5:00 PM.​,seva,FALSE
19,185,Ardha Jama Pooja,,6:00 PM.​,seva,FALSE
19,186,Palliyarai Pooja,,8:45 PM.​,seva,FALSE
19,187,Abhishekam,1500,8:00 AM,seva,FALSE
19,188,Annadanam (free meals),,,prasadam,FALSE
19,189,Pongal/sweets,,7:00 PM,prasadam,FALSE
68,190,Avakai Chicken Biryani [1000 Ml],319,11:00 AM to 11:00 PM,menu,FALSE
68,191,Avakai Mutton Biryani [1000 Ml],359,11:00 AM to 11:00 PM,menu,FALSE
68,192,Avakai Prawns Biryani [1000 Ml],359,11:00 AM to 11:00 PM,menu,FALSE
68,193,Chicken Fry Piece Biryani,319,11:00 AM to 11:00 PM,menu,FALSE
68,194,Chicken Joint Biryani,369,11:00 AM to 11:00 PM,menu,FALSE
68,195,Chicken Keema Biryani,319,11:00 AM to 11:00 PM,menu,FALSE
68,196,Chicken Tikka Biryani,339,11:00 AM to 11:00 PM,menu,FALSE
68,197,Egg Biryani,249,11:00 AM to 11:00 PM,menu,FALSE
68,198,Gongura Chicken Biryani,319,11:00 AM to 11:00 PM,menu,FALSE
68,199,Gongura Mutton Biryani,399,11:00 AM to 11:00 PM,menu,FALSE
68,200,Hyderabadi Chicken Biryani,299,11:00 AM to 11:00 PM,menu,FALSE
68,201,Hyderabadi Double Masala Chicken Biryani,299,11:00 AM to 11:00 PM,menu,FALSE
68,202,Mixed Mughlai Biryani,399,11:00 AM to 11:00 PM,menu,FALSE
68,203,Mughlai Chicken Biryani,349,11:00 AM to 11:00 PM,menu,TRUE
68,204,Mughlai Mutton Biryani [1000 Ml],399,11:00 AM to 11:00 PM,menu,FALSE
68,205,Mughlai Prawns Biryani [1000 Ml],399,11:00 AM to 11:00 PM,menu,FALSE
68,206,Mutton Fry Piece Biryani,399,11:00 AM to 11:00 PM,menu,FALSE
68,207,Mutton Keema Biryani,399,11:00 AM to 11:00 PM,menu,FALSE
68,208,Prawns Fry Piece Biryani,399,11:00 AM to 11:00 PM,menu,FALSE
68,209,Special Chicken Biryani,339,11:00 AM to 11:00 PM,menu,FALSE
68,210,Special Fish Biryani,359,11:00 AM to 11:00 PM,menu,FALSE
68,211,Special Mutton Biryani,399,11:00 AM to 11:00 PM,menu,FALSE
68,212,Special Prawns Biriyani,399,11:00 AM to 11:00 PM,menu,FALSE
68,213,Ulavacharu Chicken Biryani,349,11:00 AM to 11:00 PM,menu,FALSE
68,214,Ulavacharu Mutton Biryani,399,11:00 AM to 11:00 PM,menu,FALSE
68,215,Chicken Lollipop Biryani,329,11:00 AM to 11:00 PM,menu,FALSE
68,216,Hyderabadi Mutton Dum Biryani,399,11:00 AM to 11:00 PM,menu,FALSE
68,217,Potlam Biryani,429,11:00 AM to 11:00 PM,menu,FALSE
68,218,Tandoori Chicken Biryani,329,11:00 AM to 11:00 PM,menu,FALSE
68,219,Guttivankaya Biryani,249,11:00 AM to 11:00 PM,menu,FALSE
68,220,Mushroom Biryani,269,11:00 AM to 11:00 PM,menu,TRUE
68,221,Special Paneer Biryani,299,11:00 AM to 11:00 PM,menu,FALSE
68,222,Ulavacharu Veg Biryani,289,11:00 AM to 11:00 PM,menu,FALSE
68,223,Veg Biryani,249,11:00 AM to 11:00 PM,menu,FALSE
68,224,Veg Pulao,249,11:00 AM to 11:00 PM,menu,FALSE
68,225,Dal Rice,209,11:00 AM to 11:00 PM,menu,FALSE
68,226,Curd Rice,139,11:00 AM to 11:00 PM,menu,FALSE
68,227,AP Chicken Dry [Bone],269,11:00 AM to 11:00 PM,menu,FALSE
68,228,AP Mutton Dry [Bone],399,11:00 AM to 11:00 PM,menu,FALSE
68,229,AP Prawns Dry,399,11:00 AM to 11:00 PM,menu,FALSE
68,230,Apollo Chicken [Boneless],309,11:00 AM to 11:00 PM,menu,FALSE
68,231,Apollo Fish,349,11:00 AM to 11:00 PM,menu,FALSE
68,232,Boneless Chicken Fry,309,11:00 AM to 11:00 PM,menu,FALSE
68,233,Boneless Chicken Majestic,319,11:00 AM to 11:00 PM,menu,FALSE
68,234,Butter Garlic Chicken,309,11:00 AM to 11:00 PM,menu,FALSE
68,235,Chicken 555,319,11:00 AM to 11:00 PM,menu,FALSE
68,236,Chicken 64 [750 Ml],369,11:00 AM to 11:00 PM,menu,FALSE
68,237,Chicken 65,309,11:00 AM to 11:00 PM,menu,FALSE
68,238,Chicken 88 With Bone,299,11:00 AM to 11:00 PM,menu,FALSE
68,239,Chicken Finger,279,11:00 AM to 11:00 PM,menu,FALSE
68,240,Chicken Fry [Bone],279,11:00 AM to 11:00 PM,menu,FALSE
68,241,Chicken Kabab [Boneless],309,11:00 AM to 11:00 PM,menu,FALSE
68,242,Chicken Maharaja [Boneless],309,11:00 AM to 11:00 PM,menu,FALSE
68,243,Chicken Pepper Fry [Boneless],309,11:00 AM to 11:00 PM,menu,FALSE
68,244,Chicken Rayalaseema Dry [Boneless],289,11:00 AM to 11:00 PM,menu,FALSE
68,245,Chicken Roast [Boneless],309,11:00 AM to 11:00 PM,menu,FALSE
68,246,Chicken Roast [Bone],279,11:00 AM to 11:00 PM,menu,FALSE
68,247,Chicken Salt And Pepper,309,11:00 AM to 11:00 PM,menu,FALSE
68,248,Chinese Finger Chicken,309,11:00 AM to 11:00 PM,menu,FALSE
68,249,Double Star Chicken With Bone,319,11:00 AM to 11:00 PM,menu,FALSE
68,250,Finger Fish,349,11:00 AM to 11:00 PM,menu,FALSE
68,251,Fish 2000,329,11:00 AM to 11:00 PM,menu,FALSE
68,252,Fish Fry,349,11:00 AM to 11:00 PM,menu,FALSE
68,253,Fish Roast [Boneless],349,11:00 AM to 11:00 PM,menu,FALSE
68,254,Gongura Chicken Dry,309,11:00 AM to 11:00 PM,menu,FALSE
68,255,Gongura Mutton Dry,359,11:00 AM to 11:00 PM,menu,FALSE
68,256,Half Wings With Bone,359,11:00 AM to 11:00 PM,menu,FALSE
68,257,Hot Garlic Butter Chicken,309,11:00 AM to 11:00 PM,menu,FALSE
68,258,Lemon Chicken [750 Ml],349,11:00 AM to 11:00 PM,menu,FALSE
68,259,Mongolian Chicken Dry,269,11:00 AM to 11:00 PM,menu,FALSE
68,260,Mutton 65,399,11:00 AM to 11:00 PM,menu,FALSE
68,261,Mutton Fry [Bone],359,11:00 AM to 11:00 PM,menu,FALSE
68,262,Mutton Fry [Boneless],399,11:00 AM to 11:00 PM,menu,FALSE
68,263,Mutton Maharaja [Boneless],359,11:00 AM to 11:00 PM,menu,FALSE
68,264,Mutton Rayalaseema Dry,399,11:00 AM to 11:00 PM,menu,FALSE
68,265,Mutton Roast [Boneless],349,11:00 AM to 11:00 PM,menu,FALSE
68,266,Mutton Roast [Bone],399,11:00 AM to 11:00 PM,menu,FALSE
68,267,Mutton Salt And Pepper,389,11:00 AM to 11:00 PM,menu,FALSE
68,268,Prawns Fry,359,11:00 AM to 11:00 PM,menu,FALSE
68,269,Prawns Pepper Fry,349,11:00 AM to 11:00 PM,menu,FALSE
68,270,Prawns Pepper Roast,399,11:00 AM to 11:00 PM,menu,FALSE
68,271,Prawns Roast,399,11:00 AM to 11:00 PM,menu,FALSE
68,272,Red Pepper Chicken,309,11:00 AM to 11:00 PM,menu,FALSE
68,273,T9 Special Chicken Dry,329,11:00 AM to 11:00 PM,menu,FALSE
68,274,Thai Chicken Dry,309,11:00 AM to 11:00 PM,menu,FALSE
68,275,Chicken Drums Of Heaven,359,11:00 AM to 11:00 PM,menu,FALSE
68,276,Chicken Drumstick Full Dry,339,11:00 AM to 11:00 PM,menu,FALSE
68,277,Chicken Lollypop [Saucy] With Bone,339,11:00 AM to 11:00 PM,menu,FALSE
68,278,Chicken Manchurian,309,11:00 AM to 11:00 PM,menu,FALSE
68,279,Chilli Chicken,309,11:00 AM to 11:00 PM,menu,FALSE
68,280,Chilli Fish,339,11:00 AM to 11:00 PM,menu,FALSE
68,281,Chilli Mutton,389,11:00 AM to 11:00 PM,menu,FALSE
68,282,Chilli Prawns,389,11:00 AM to 11:00 PM,menu,FALSE
68,283,Dragon Chicken,309,11:00 AM to 11:00 PM,menu,FALSE
68,284,Ginger Chicken Dry,309,11:00 AM to 11:00 PM,menu,FALSE
68,285,Ginger Mutton Dry,389,11:00 AM to 11:00 PM,menu,FALSE
68,286,Loose Prawns,399,11:00 AM to 11:00 PM,menu,TRUE
68,287,Schezwan Chicken,309,11:00 AM to 11:00 PM,menu,FALSE
68,288,Aloo 65,239,11:00 AM to 11:00 PM,menu,FALSE
68,289,Baby Corn 65,249,11:00 AM to 11:00 PM,menu,FALSE
68,290,Baby Corn Salt And Pepper,249,11:00 AM to 11:00 PM,menu,FALSE
68,291,Crispy Corn,199,11:00 AM to 11:00 PM,menu,FALSE
68,292,Gobhi Salt And Pepper,239,11:00 AM to 11:00 PM,menu,FALSE
68,293,Gobi 65,229,11:00 AM to 11:00 PM,menu,FALSE
68,294,Kaju Salt And Pepper,269,11:00 AM to 11:00 PM,menu,FALSE
68,295,Mushroom Fry Semi Gravy,289,11:00 AM to 11:00 PM,menu,FALSE
68,296,Mushroom Pepper Fry,289,11:00 AM to 11:00 PM,menu,FALSE
68,297,Mushroom Roast,289,11:00 AM to 11:00 PM,menu,FALSE
68,298,Mushroom Salt And Pepper,289,11:00 AM to 11:00 PM,menu,FALSE
68,299,Paneer 65,289,11:00 AM to 11:00 PM,menu,FALSE
68,300,Paneer Fry [Semi Gravy],289,11:00 AM to 11:00 PM,menu,FALSE
68,301,Paneer Salt And Pepper,289,11:00 AM to 11:00 PM,menu,FALSE
68,302,Veg 65,239,11:00 AM to 11:00 PM,menu,FALSE
68,303,Baby Corn Manchurian,249,11:00 AM to 11:00 PM,menu,FALSE
68,304,Chilli Baby Corn,249,11:00 AM to 11:00 PM,menu,FALSE
68,305,Chilli Gobi,239,11:00 AM to 11:00 PM,menu,FALSE
68,306,Chilli Mushroom,289,11:00 AM to 11:00 PM,menu,FALSE
68,307,Chilli Paneer,289,11:00 AM to 11:00 PM,menu,FALSE
68,308,Gobi Manchurian,229,11:00 AM to 11:00 PM,menu,FALSE
68,309,Mushroom Manchurian,289,11:00 AM to 11:00 PM,menu,FALSE
68,310,Paneer Manchurian,289,11:00 AM to 11:00 PM,menu,FALSE
68,311,Schezwan Gobi,239,11:00 AM to 11:00 PM,menu,FALSE
68,312,Schezwan Mushroom,289,11:00 AM to 11:00 PM,menu,FALSE
68,313,Veg Manchurian,229,11:00 AM to 11:00 PM,menu,FALSE
68,314,Chicken Tikka,339,11:00 AM to 11:00 PM,menu,FALSE
68,315,Kalmi Kabab With Bone,289,11:00 AM to 11:00 PM,menu,FALSE
68,316,Reshmi Kabab,299,11:00 AM to 11:00 PM,menu,FALSE
68,317,Tandoori Chicken With Bone,349,11:00 AM to 11:00 PM,menu,FALSE
68,318,Tangdi Kabab With Bone,289,11:00 AM to 11:00 PM,menu,FALSE
68,319,Chilli Egg,199,11:00 AM to 11:00 PM,menu,FALSE
68,320,Egg 65,199,11:00 AM to 11:00 PM,menu,FALSE
68,321,Egg Burji,199,11:00 AM to 11:00 PM,menu,FALSE
68,322,Omelette,129,11:00 AM to 11:00 PM,menu,FALSE
68,323,Aloo Gobi Masala,249,11:00 AM to 11:00 PM,menu,FALSE
68,324,Aloo Palak,249,11:00 AM to 11:00 PM,menu,FALSE
68,325,Aloo Paneer Curry,289,11:00 AM to 11:00 PM,menu,FALSE
68,326,Aloo Tomato Curry,249,11:00 AM to 11:00 PM,menu,FALSE
68,327,Baby Corn Masala,269,11:00 AM to 11:00 PM,menu,FALSE
68,328,Butter Mushroom Masala,289,11:00 AM to 11:00 PM,menu,FALSE
68,329,Capsicum Masala,249,11:00 AM to 11:00 PM,menu,FALSE
68,330,Dal Fry,199,11:00 AM to 11:00 PM,menu,FALSE
68,331,Dal Tadka,199,11:00 AM to 11:00 PM,menu,FALSE
68,332,Kadai Kaju Gobi Masala,269,11:00 AM to 11:00 PM,menu,FALSE
68,333,Kadai Mushroom,269,11:00 AM to 11:00 PM,menu,FALSE
68,334,Kadai Vegetable,249,11:00 AM to 11:00 PM,menu,FALSE
68,335,Kaju Masala,289,11:00 AM to 11:00 PM,menu,FALSE
68,336,Kaju Mushroom Curry,299,11:00 AM to 11:00 PM,menu,FALSE
68,337,Kaju Paneer Curry,299,11:00 AM to 11:00 PM,menu,FALSE
68,338,Kaju Tomato Curry,289,11:00 AM to 11:00 PM,menu,FALSE
68,339,Methi Chaman,289,11:00 AM to 11:00 PM,menu,FALSE
68,340,Mixed Veg Curry,249,11:00 AM to 11:00 PM,menu,FALSE
68,341,Mushroom Masala,289,11:00 AM to 11:00 PM,menu,FALSE
68,342,Palak Paneer,289,11:00 AM to 11:00 PM,menu,FALSE
68,343,Paneer Butter Masala,289,11:00 AM to 11:00 PM,menu,FALSE
68,344,Paneer Chatpata,289,11:00 AM to 11:00 PM,menu,FALSE
68,345,Paneer Hyderabadi,289,11:00 AM to 11:00 PM,menu,FALSE
68,346,Paneer Kadai,269,11:00 AM to 11:00 PM,menu,FALSE
68,347,Paneer Shahi Kurma,289,11:00 AM to 11:00 PM,menu,FALSE
68,348,Plain Palak,199,11:00 AM to 11:00 PM,menu,FALSE
68,349,Tomato Curry,249,11:00 AM to 11:00 PM,menu,FALSE
68,350,Veg Chatpata,229,11:00 AM to 11:00 PM,menu,FALSE
68,351,Veg Hyderabadi,249,11:00 AM to 11:00 PM,menu,FALSE
68,352,Veg Jaipuri,249,11:00 AM to 11:00 PM,menu,FALSE
68,353,Veg Kolhapuri,249,11:00 AM to 11:00 PM,menu,FALSE
68,354,Ginger Mushroom Curry,269,11:00 AM to 11:00 PM,menu,FALSE
68,355,AP Chicken Curry,269,11:00 AM to 11:00 PM,menu,FALSE
68,356,AP Mutton Curry [Bone],399,11:00 AM to 11:00 PM,menu,FALSE
68,357,Boneless Chicken Chettinad Curry,309,11:00 AM to 11:00 PM,menu,FALSE
68,358,Butter Chicken Masala,309,11:00 AM to 11:00 PM,menu,FALSE
68,359,Butter Prawns Masala,359,11:00 AM to 11:00 PM,menu,FALSE
